FiscalYear,School Entity ID,SchoolName,subject_norm,Number Tested,Percent Passing
2022,85924,,ELA,*,19
2022,85924,,Math,*,14
2022,1001156,,ELA,*,52
2022,1001156,,Math,*,18
2022,5861,,ELA,*,10
2022,5861,,Math,*,*
2022,90286,,ELA,*,*
2022,90286,,Math,*,*
2022,10855,,ELA,*,39
2022,10855,,Math,*,43
2022,79721,,ELA,*,59
2022,79721,,Math,*,50
2022,84665,,ELA,*,21
2022,84665,,Math,*,13
2022,87875,,ELA,*,66
2022,87875,,Math,*,59
2022,90845,,ELA,*,77
2022,90845,,Math,89,60
2022,91292,,ELA,*,52
2022,91292,,Math,*,41
2022,1000597,,ELA,*,47
2022,1000597,,Math,*,44
2022,1000972,,ELA,*,40
2022,1000972,,Math,*,*
2022,635758,,ELA,*,58
2022,635758,,Math,*,53
2022,6346,,ELA,*,8
2022,6346,,Math,*,3
2022,5925,,ELA,*,22
2022,5925,,Math,*,17
2022,5948,,ELA,*,27
2022,5948,,Math,*,20
2022,90084,,ELA,*,26
2022,90084,,Math,*,23
2022,1001708,,ELA,*,12
2022,1001708,,Math,*,2
2022,5916,,ELA,*,17
2022,5916,,Math,*,16
2022,92608,,ELA,*,9
2022,92608,,Math,*,8
2022,1001734,,ELA,*,10
2022,1001734,,Math,*,3
2022,5479,,ELA,*,62
2022,5479,,Math,*,47
2022,5897,,ELA,*,33
2022,5897,,Math,*,15
2022,89907,,ELA,*,25
2022,89907,,Math,*,20
2022,90309,,ELA,*,26
2022,90309,,Math,*,20
2022,90781,,ELA,*,14
2022,90781,,Math,*,5
2022,92280,,ELA,*,3
2022,92280,,Math,*,*
2022,89859,,ELA,330,44
2022,89859,,Math,338,33
2022,1001141,,ELA,*,7
2022,1001141,,Math,*,13
2022,1001830,,ELA,*,25
2022,1001830,,Math,*,20
2022,5904,,ELA,*,20
2022,5904,,Math,*,6
2022,5910,,ELA,*,26
2022,5910,,Math,*,20
2022,1001089,,ELA,*,22
2022,1001089,,Math,*,9
2022,6067,,ELA,*,8
2022,6067,,Math,*,*
2022,10750,,ELA,*,22
2022,10750,,Math,*,22
2022,5900,,ELA,*,10
2022,5900,,Math,*,4
2022,5951,,ELA,*,20
2022,5951,,Math,*,15
2022,90415,,ELA,*,*
2022,90415,,Math,*,*
2022,5907,,ELA,*,12
2022,5907,,Math,*,16
2022,5961,,ELA,*,4
2022,5961,,Math,*,6
2022,5962,,ELA,*,34
2022,5962,,Math,*,26
2022,91269,,ELA,*,5
2022,91269,,Math,*,4
2022,5971,,ELA,*,27
2022,5971,,Math,*,27
2022,79621,,ELA,*,*
2022,79621,,Math,*,*
2022,5966,,ELA,*,28
2022,5966,,Math,*,19
2022,91132,,ELA,*,61
2022,91132,,Math,*,45
2022,6103,,ELA,*,38
2022,6103,,Math,*,33
2022,92321,,ELA,*,*
2022,92321,,Math,*,*
2022,6089,,ELA,*,16
2022,6089,,Math,*,15
2022,6100,,ELA,*,20
2022,6100,,Math,*,18
2022,1000257,,ELA,*,*
2022,1000257,,Math,*,*
2022,6110,,ELA,*,29
2022,6110,,Math,*,28
2022,88388,,ELA,*,56
2022,88388,,Math,*,22
2022,6366,,ELA,*,22
2022,6366,,Math,*,22
2022,6097,,ELA,*,36
2022,6097,,Math,*,25
2022,87536,,ELA,*,38
2022,87536,,Math,*,28
2022,78821,,ELA,*,81
2022,78821,,Math,*,70
2022,6106,,ELA,*,20
2022,6106,,Math,*,16
2022,6127,,ELA,220,23
2022,6127,,Math,223,28
2022,91320,,ELA,*,12
2022,91320,,Math,*,11
2022,79108,,ELA,*,12
2022,79108,,Math,*,11
2022,92234,,ELA,*,50
2022,92234,,Math,*,17
2022,8135,,ELA,*,42
2022,8135,,Math,*,35
2022,6085,,ELA,*,41
2022,6085,,Math,*,27
2022,6105,,ELA,*,10
2022,6105,,Math,*,*
2022,79380,,ELA,*,14
2022,79380,,Math,*,14
2022,91815,,ELA,*,*
2022,91815,,Math,*,17
2022,6188,,ELA,*,10
2022,6188,,Math,*,8
2022,6192,,ELA,*,10
2022,6192,,Math,*,10
2022,89656,,ELA,*,*
2022,89656,,Math,*,*
2022,79513,,ELA,*,16
2022,79513,,Math,*,7
2022,6193,,ELA,*,*
2022,6193,,Math,*,12
2022,6189,,ELA,*,11
2022,6189,,Math,*,11
2022,6190,,ELA,*,18
2022,6190,,Math,*,14
2022,6191,,ELA,*,30
2022,6191,,Math,*,27
2022,6302,,ELA,*,4
2022,6302,,Math,*,4
2022,80409,,ELA,*,17
2022,80409,,Math,*,18
2022,89576,,ELA,*,38
2022,89576,,Math,*,24
2022,91316,,ELA,*,67
2022,91316,,Math,*,34
2023,4737,,ELA,195,12
2023,4737,,Math,199,8
2023,4728,,ELA,102,*
2023,4728,,Math,107,*
2023,4741,,ELA,37,*
2023,4741,,Math,37,*
2023,88386,,ELA,*,*
2023,88386,,Math,*,*
2023,4721,,ELA,84,33
2023,4721,,Math,89,28
2023,92686,,ELA,*,*
2023,92686,,Math,*,*
2023,4724,,ELA,39,*
2023,4724,,Math,41,*
2023,4711,,ELA,67,45
2023,4711,,Math,68,51
2023,89607,,ELA,*,*
2023,89607,,Math,*,*
2023,4717,,ELA,130,27
2023,4717,,Math,134,14
2023,4799,,ELA,99,38
2023,4799,,Math,100,36
2023,85879,,ELA,16,*
2023,85879,,Math,16,*
2023,90775,,ELA,*,*
2023,90775,,Math,*,*
2023,4754,,ELA,70,23
2023,4754,,Math,75,*
2023,1000301,,ELA,*,*
2023,1000301,,Math,*,*
2023,4759,,ELA,*,*
2023,4759,,Math,*,*
2023,4801,,ELA,25,*
2023,4801,,Math,25,*
2023,4802,,ELA,50,*
2023,4802,,Math,51,26
2023,81028,,ELA,22,*
2023,81028,,Math,23,*
2023,1001688,,ELA,15,*
2023,1001688,,Math,15,*
2023,4773,,ELA,317,31
2023,4773,,Math,322,17
2023,1001916,,ELA,*,*
2023,1001916,,Math,*,*
2023,79505,,ELA,*,*
2023,79505,,Math,*,*
2023,4760,,ELA,*,*
2023,4760,,Math,*,*
2023,4783,,ELA,368,47
2023,4783,,Math,373,31
2023,1001827,,ELA,14,*
2023,1001827,,Math,14,*
2023,4762,,ELA,24,*
2023,4762,,Math,25,*
2023,4751,,ELA,91,42
2023,4751,,Math,92,30
2023,4800,,ELA,25,*
2023,4800,,Math,25,*
2023,4757,,ELA,77,31
2023,4757,,Math,79,28
2023,90863,,ELA,36,*
2023,90863,,Math,36,97
2023,81127,,ELA,*,*
2023,81127,,Math,*,*
2023,85842,,ELA,19,*
2023,85842,,Math,19,*
2023,1001242,,ELA,*,*
2023,1001242,,Math,*,*
2023,4842,,ELA,21,67
2023,4842,,Math,22,*
2023,4803,,ELA,*,*
2023,4803,,Math,15,*
2023,4819,,ELA,355,41
2023,4819,,Math,358,26
2023,4820,,ELA,291,36
2023,4820,,Math,304,22
2023,230656,,ELA,12,*
2023,230656,,Math,13,*
2023,4828,,ELA,*,*
2023,4828,,Math,13,*
2023,4825,,ELA,19,58
2023,4825,,Math,19,*
2023,4845,,ELA,81,76
2023,4845,,Math,82,75
2023,4832,,ELA,158,19
2023,4832,,Math,166,19
2023,92913,,ELA,11,*
2023,92913,,Math,11,*
2023,1001183,,ELA,*,*
2023,1001183,,Math,*,*
2023,4838,,ELA,132,*
2023,4838,,Math,136,*
2023,78916,,ELA,*,*
2023,78916,,Math,*,*
2023,4823,,ELA,56,23
2023,4823,,Math,56,*
2023,4855,,ELA,92,20
2023,4855,,Math,95,12
2023,1001828,,ELA,*,*
2023,1001828,,Math,*,*
2023,4873,,ELA,16,*
2023,4873,,Math,16,*
2023,4878,,ELA,*,*
2023,4878,,Math,*,*
2023,4869,,ELA,56,*
2023,4869,,Math,60,*
2023,4860,,ELA,140,40
2023,4860,,Math,146,33
2023,4863,,ELA,63,*
2023,4863,,Math,74,*
2023,89776,,ELA,*,*
2023,89776,,Math,12,*
2023,4875,,ELA,*,*
2023,4875,,Math,*,*
2023,4893,,ELA,16,*
2023,4893,,Math,16,*
2023,90064,,ELA,*,*
2023,90064,,Math,*,*
2023,4891,,ELA,78,44
2023,4891,,Math,78,42
2023,92296,,ELA,*,*
2023,92296,,Math,*,*
2023,4884,,ELA,168,30
2023,4884,,Math,172,35
2023,4885,,ELA,27,*
2023,4885,,Math,27,*
2023,216045,,ELA,12,*
2023,216045,,Math,12,*
2023,4889,,ELA,117,46
2023,4889,,Math,120,41
2023,1001768,,ELA,*,*
2023,1001768,,Math,*,*
2023,4908,,ELA,*,*
2023,4908,,Math,*,*
2023,4903,,ELA,21,*
2023,4903,,Math,21,*
2023,4906,,ELA,78,36
2023,4906,,Math,79,23
2023,6203,,ELA,23,*
2023,6203,,Math,24,*
2023,6197,,ELA,94,20
2023,6197,,Math,96,15
2023,80408,,ELA,11,*
2023,80408,,Math,12,*
2023,79123,,ELA,19,*
2023,79123,,Math,22,*
2023,742847,,ELA,*,*
2023,742847,,Math,*,*
2023,91304,,ELA,76,27
2023,91304,,Math,76,32
2023,91306,,ELA,71,86
2023,91306,,Math,72,66
2023,92248,,ELA,35,*
2023,92248,,Math,35,*
2023,860177,,ELA,357,70
2023,860177,,Math,359,47
2023,89870,,ELA,48,*
2023,89870,,Math,50,*
2023,10795,,ELA,43,*
2023,10795,,Math,43,*
2023,5462,,ELA,40,*
2023,5462,,Math,41,*
2023,5454,,ELA,367,31
2023,5454,,Math,375,19
2023,78926,,ELA,502,57
2023,78926,,Math,506,40
2023,79799,,ELA,456,36
2023,79799,,Math,468,22
2023,87903,,ELA,415,47
2023,87903,,Math,422,36
2023,932049,,ELA,458,49
2023,932049,,Math,462,32
2023,78813,,ELA,56,*
2023,78813,,Math,65,*
2023,78901,,ELA,69,*
2023,78901,,Math,73,*
2023,78900,,ELA,33,*
2023,78900,,Math,35,*
2023,78817,,ELA,160,7
2023,78817,,Math,168,*
2023,80990,,ELA,134,11
2023,80990,,Math,146,*
2023,88335,,ELA,74,34
2023,88335,,Math,74,22
2023,6347,,ELA,101,*
2023,6347,,Math,107,*
2023,6348,,ELA,94,*
2023,6348,,Math,96,*
2023,1001427,,ELA,40,*
2023,1001427,,Math,42,*
2023,90769,,ELA,250,58
2023,90769,,Math,253,51
2023,92348,,ELA,38,45
2023,92348,,Math,38,*
2023,92885,,ELA,221,50
2023,92885,,Math,226,38
2023,509281,,ELA,301,63
2023,509281,,Math,303,53
2023,1001506,,ELA,149,42
2023,1001506,,Math,151,32
2023,1001509,,ELA,84,52
2023,1001509,,Math,84,48
2023,1001761,,ELA,81,36
2023,1001761,,Math,86,34
2023,81178,,ELA,1061,31
2023,81178,,Math,1083,15
2023,90635,,ELA,44,80
2023,90635,,Math,44,78
2023,89487,,ELA,55,78
2023,89487,,Math,55,78
2023,156568,,ELA,30,43
2023,156568,,Math,30,40
2023,1001738,,ELA,21,67
2023,1001738,,Math,21,*
2023,6344,,ELA,77,81
2023,6344,,Math,78,55
2023,5503,,ELA,116,47
2023,5503,,Math,116,25
2023,90780,,ELA,99,71
2023,90780,,Math,99,61
2023,92984,,ELA,11,*
2023,92984,,Math,17,*
2023,1001693,,ELA,*,*
2023,1001693,,Math,*,*
2023,5520,,ELA,16,*
2023,5520,,Math,17,*
2023,81179,,ELA,192,46
2023,81179,,Math,196,25
2023,91184,,ELA,*,*
2023,91184,,Math,*,*
2023,91246,,ELA,104,26
2023,91246,,Math,107,16
2023,5519,,ELA,83,77
2023,5519,,Math,83,55
2023,6395,,ELA,18,*
2023,6395,,Math,24,*
2023,80006,,ELA,19,*
2023,80006,,Math,19,*
2023,81079,,ELA,73,*
2023,81079,,Math,73,*
2023,90509,,ELA,64,98
2023,90509,,Math,64,*
2023,91055,,ELA,62,*
2023,91055,,Math,62,98
2023,91056,,ELA,82,98
2023,91056,,Math,82,*
2023,91343,,ELA,68,*
2023,91343,,Math,68,*
2023,92030,,ELA,29,96
2023,92030,,Math,29,*
2023,91997,,ELA,45,98
2023,91997,,Math,45,98
2023,92735,,ELA,25,96
2023,92735,,Math,25,96
2023,92270,,ELA,171,70
2023,92270,,Math,174,64
2023,81042,,ELA,42,*
2023,81042,,Math,44,*
2023,81182,,ELA,135,28
2023,81182,,Math,139,12
2023,5424,,ELA,371,27
2023,5424,,Math,385,28
2023,79376,,ELA,270,45
2023,79376,,Math,276,42
2023,89573,,ELA,471,34
2023,89573,,Math,480,33
2023,91826,,ELA,58,26
2023,91826,,Math,59,*
2023,88289,,ELA,51,39
2023,88289,,Math,51,*
2023,5466,,ELA,15,*
2023,5466,,Math,16,*
2023,79129,,ELA,19,*
2023,79129,,Math,23,*
2023,80025,,ELA,16,*
2023,80025,,Math,17,*
2023,80430,,ELA,*,*
2023,80430,,Math,*,*
2023,5137,,ELA,*,64
2023,5137,,Math,*,57
2023,1001171,,ELA,*,*
2023,1001171,,Math,*,*
2023,88300,,ELA,67,87
2023,88300,,Math,67,77
2023,5127,,ELA,715,45
2023,5127,,Math,732,32
2023,6015,,ELA,931,69
2023,6015,,Math,944,61
2023,79633,,ELA,626,65
2023,79633,,Math,629,60
2023,89591,,ELA,314,93
2023,89591,,Math,316,87
2023,89613,,ELA,745,72
2023,89613,,Math,755,65
2023,91282,,ELA,202,60
2023,91282,,Math,203,48
2023,92892,,ELA,512,68
2023,92892,,Math,512,65
2023,92636,,ELA,*,*
2023,92636,,Math,*,*
2023,10801,,ELA,*,*
2023,10801,,Math,*,*
2023,92637,,ELA,25,*
2023,92637,,Math,25,*
2023,92317,,ELA,31,75
2023,92317,,Math,31,84
2023,1001686,,ELA,*,*
2023,1001686,,Math,*,*
2023,79099,,ELA,30,*
2023,79099,,Math,30,*
2023,79102,,ELA,*,*
2023,79102,,Math,*,*
2023,89918,,ELA,41,71
2023,89918,,Math,41,64
2023,79506,,ELA,12,*
2023,79506,,Math,12,*
2023,5161,,ELA,338,33
2023,5161,,Math,342,33
2023,5162,,ELA,339,36
2023,5162,,Math,356,25
2023,5163,,ELA,659,56
2023,5163,,Math,661,51
2023,79414,,ELA,164,49
2023,79414,,Math,164,41
2023,80317,,ELA,618,52
2023,80317,,Math,624,46
2023,85850,,ELA,*,54
2023,85850,,Math,*,43
2023,92525,,ELA,*,*
2023,92525,,Math,*,*
2023,78950,,ELA,48,56
2023,78950,,Math,48,29
2023,5133,,ELA,295,40
2023,5133,,Math,304,32
2023,81113,,ELA,366,46
2023,81113,,Math,368,39
2023,88417,,ELA,*,44
2023,88417,,Math,*,32
2023,90134,,ELA,544,61
2023,90134,,Math,550,45
2023,90875,,ELA,*,57
2023,90875,,Math,*,43
2023,79117,,ELA,20,*
2023,79117,,Math,20,*
2023,81143,,ELA,83,*
2023,81143,,Math,86,*
2023,90075,,ELA,20,*
2023,90075,,Math,21,*
2023,90389,,ELA,12,*
2023,90389,,Math,12,*
2023,90768,,ELA,17,*
2023,90768,,Math,19,*
2023,90815,,ELA,58,21
2023,90815,,Math,60,*
2023,91199,,ELA,32,*
2023,91199,,Math,35,*
2023,85750,,ELA,15,*
2023,85750,,Math,16,*
2023,79982,,ELA,33,70
2023,79982,,Math,35,45
2023,10849,,ELA,46,*
2023,10849,,Math,50,*
2023,5500,,ELA,169,46
2023,5500,,Math,192,28
2023,90322,,ELA,20,*
2023,90322,,Math,21,*
2023,90377,,ELA,48,31
2023,90377,,Math,51,*
2023,79219,,Math,*,*
2023,90324,,ELA,*,*
2023,90324,,Math,*,*
2023,90202,,ELA,11,*
2023,90202,,Math,16,*
2023,90844,,ELA,103,12
2023,90844,,Math,114,*
2023,92975,,ELA,67,*
2023,92975,,Math,68,*
2023,5507,,ELA,49,*
2023,5507,,Math,50,*
2023,181823,,ELA,92,51
2023,181823,,Math,92,32
2023,5167,,ELA,121,44
2023,5167,,Math,124,45
2023,90932,,ELA,*,*
2023,90932,,Math,*,*
2023,1000980,,ELA,*,*
2023,1000980,,Math,*,*
2023,79022,,ELA,299,5
2023,79022,,Math,316,*
2023,90737,,ELA,56,*
2023,90737,,Math,58,*
2023,5504,,ELA,*,*
2023,5504,,Math,*,*
2023,5019,,ELA,32,*
2023,5019,,Math,34,*
2023,5039,,ELA,501,45
2023,5039,,Math,513,40
2023,5040,,ELA,*,61
2023,5040,,Math,*,52
2023,6007,,ELA,*,42
2023,6007,,Math,*,31
2023,79823,,ELA,*,52
2023,79823,,Math,*,37
2023,89606,,ELA,96,*
2023,89606,,Math,96,96
2023,90124,,ELA,*,62
2023,90124,,Math,*,52
2023,91209,,ELA,155,50
2023,91209,,Math,157,35
2023,89830,,ELA,55,93
2023,89830,,Math,55,78
2023,5426,,ELA,354,28
2023,5426,,Math,357,25
2023,5427,,ELA,478,58
2023,5427,,Math,484,56
2023,5428,,ELA,358,33
2023,5428,,Math,366,28
2023,5429,,ELA,198,30
2023,5429,,Math,201,24
2023,5430,,ELA,309,36
2023,5430,,Math,310,37
2023,5431,,ELA,484,35
2023,5431,,Math,490,27
2023,5432,,ELA,327,52
2023,5432,,Math,327,48
2023,5433,,ELA,297,51
2023,5433,,Math,305,34
2023,5434,,ELA,465,36
2023,5434,,Math,467,29
2023,5435,,ELA,144,11
2023,5435,,Math,149,*
2023,794564,,ELA,123,20
2023,794564,,Math,124,10
2023,92522,,ELA,102,77
2023,92522,,Math,102,70
2023,92521,,ELA,100,32
2023,92521,,Math,100,21
2023,5509,,ELA,103,70
2023,5509,,Math,103,60
2023,1000169,,ELA,85,60
2023,1000169,,Math,85,41
2023,703390,,ELA,96,36
2023,703390,,Math,97,47
2023,79374,,ELA,538,64
2023,79374,,Math,538,62
2023,89581,,ELA,488,61
2023,89581,,Math,493,59
2023,1001176,,ELA,29,55
2023,1001176,,Math,29,59
2023,78809,,ELA,106,67
2023,78809,,Math,107,55
2023,79042,,ELA,83,*
2023,79042,,Math,86,*
2023,1001879,,ELA,*,*
2023,1001879,,Math,*,*
2023,90035,,ELA,44,*
2023,90035,,Math,48,*
2023,89789,,ELA,79,30
2023,89789,,Math,81,21
2023,89791,,ELA,64,42
2023,89791,,Math,65,26
2023,10746,,ELA,13,*
2023,10746,,Math,13,*
2023,1001763,,ELA,*,*
2023,1001763,,Math,*,*
2023,88232,,ELA,36,*
2023,88232,,Math,40,*
2023,79113,,ELA,21,*
2023,79113,,Math,21,*
2023,79476,,ELA,11,*
2023,79476,,Math,12,*
2023,78899,,ELA,47,*
2023,78899,,Math,51,*
2023,92246,,ELA,110,55
2023,92246,,Math,110,35
2023,10748,,ELA,78,*
2023,10748,,Math,94,*
2023,91158,,ELA,100,51
2023,91158,,Math,100,40
2023,1001670,,ELA,51,*
2023,1001670,,Math,51,*
2023,10749,,ELA,52,*
2023,10749,,Math,55,*
2023,6349,,ELA,21,*
2023,6349,,Math,22,*
2023,79111,,ELA,*,*
2023,79111,,Math,*,*
2023,87416,,ELA,56,41
2023,87416,,Math,57,31
2023,91597,,ELA,46,*
2023,91597,,Math,47,*
2023,87350,,ELA,45,*
2023,87350,,Math,47,*
2023,92732,,ELA,48,64
2023,92732,,Math,48,62
2023,81175,,ELA,59,61
2023,81175,,Math,59,42
2023,92605,,ELA,109,43
2023,92605,,Math,109,57
2023,5480,,ELA,71,31
2023,5480,,Math,72,25
2023,969999,,ELA,21,*
2023,969999,,Math,23,*
2023,91781,,ELA,40,*
2023,91781,,Math,40,30
2023,4980,,ELA,697,21
2023,4980,,Math,716,20
2023,4981,,ELA,704,23
2023,4981,,Math,738,20
2023,4982,,ELA,614,55
2023,4982,,Math,626,50
2023,4983,,ELA,440,31
2023,4983,,Math,459,22
2023,4984,,ELA,714,55
2023,4984,,Math,739,50
2023,78917,,ELA,422,27
2023,78917,,Math,452,20
2023,78930,,ELA,42,55
2023,78930,,Math,43,46
2023,78932,,ELA,29,*
2023,78932,,Math,30,*
2023,10847,,ELA,52,46
2023,10847,,Math,53,*
2023,1001155,,ELA,59,22
2023,1001155,,Math,60,*
2023,5482,,ELA,55,44
2023,5482,,Math,55,40
2023,91422,,ELA,44,63
2023,91422,,Math,44,68
2023,79702,,ELA,111,*
2023,79702,,Math,152,*
2023,5493,,ELA,18,*
2023,5493,,Math,19,*
2023,10737,,ELA,19,*
2023,10737,,Math,20,*
2023,78814,,ELA,37,*
2023,78814,,Math,40,*
2023,79174,,ELA,25,*
2023,79174,,Math,25,*
2023,80026,,ELA,28,*
2023,80026,,Math,29,*
2023,89440,,ELA,13,*
2023,89440,,Math,13,*
2023,89827,,ELA,80,*
2023,89827,,Math,88,*
2023,1001731,,ELA,33,*
2023,1001731,,Math,33,*
2023,5530,,ELA,15,*
2023,5530,,Math,16,*
2023,90208,,ELA,*,*
2023,90208,,Math,*,*
2023,1001762,,ELA,*,*
2023,1001762,,Math,*,*
2023,79579,,ELA,57,*
2023,79579,,Math,58,*
2023,5071,,ELA,*,*
2023,5071,,Math,*,*
2023,5105,,ELA,418,53
2023,5105,,Math,428,46
2023,5106,,ELA,430,72
2023,5106,,Math,436,57
2023,5107,,ELA,348,31
2023,5107,,Math,360,18
2023,5108,,ELA,*,51
2023,5108,,Math,*,40
2023,79268,,ELA,626,72
2023,79268,,Math,631,64
2023,90782,,ELA,61,36
2023,90782,,Math,62,23
2023,92611,,ELA,*,18
2023,92611,,Math,*,11
2023,89828,,ELA,225,61
2023,89828,,Math,226,43
2023,850102,,ELA,22,*
2023,850102,,Math,23,*
2023,5013,,ELA,363,32
2023,5013,,Math,378,23
2023,5014,,ELA,*,45
2023,5014,,Math,*,34
2023,5015,,ELA,*,44
2023,5015,,Math,*,34
2023,5016,,ELA,471,51
2023,5016,,Math,474,43
2023,5017,,ELA,446,54
2023,5017,,Math,456,48
2023,6231,,ELA,43,*
2023,6231,,Math,45,*
2023,81207,,ELA,22,55
2023,81207,,Math,22,*
2023,85835,,ELA,*,31
2023,85835,,Math,*,26
2023,87520,,ELA,*,57
2023,87520,,Math,*,45
2023,10814,,ELA,11,*
2023,10814,,Math,11,*
2023,5436,,ELA,387,10
2023,5436,,Math,417,8
2023,5437,,ELA,611,14
2023,5437,,Math,635,13
2023,5438,,ELA,454,17
2023,5438,,Math,469,9
2023,5439,,ELA,360,20
2023,5439,,Math,371,12
2023,5440,,ELA,451,12
2023,5440,,Math,466,8
2023,5441,,ELA,549,12
2023,5441,,Math,593,8
2023,5442,,ELA,417,18
2023,5442,,Math,431,12
2023,5443,,ELA,420,13
2023,5443,,Math,437,8
2023,6248,,ELA,484,33
2023,6248,,Math,491,24
2023,6249,,ELA,79,*
2023,6249,,Math,83,*
2023,78847,,ELA,549,17
2023,78847,,Math,569,11
2023,79617,,ELA,39,*
2023,79617,,Math,39,*
2023,88407,,ELA,104,80
2023,88407,,Math,104,63
2023,89571,,ELA,358,25
2023,89571,,Math,371,22
2023,89778,,ELA,86,34
2023,89778,,Math,86,28
2023,128903,,ELA,50,26
2023,128903,,Math,50,*
2023,221992,,ELA,64,64
2023,221992,,Math,64,50
2023,875776,,ELA,301,14
2023,875776,,Math,307,5
2023,1001158,,ELA,20,*
2023,1001158,,Math,21,*
2023,87335,,ELA,*,*
2023,87335,,Math,*,*
2023,91213,,ELA,*,*
2023,91213,,Math,*,*
2023,5463,,ELA,*,*
2023,5463,,Math,*,*
2023,81180,,ELA,35,*
2023,81180,,Math,36,*
2023,289884,,ELA,*,*
2023,289884,,Math,*,*
2023,79456,,ELA,61,38
2023,79456,,Math,61,22
2023,79570,,ELA,33,*
2023,79570,,Math,36,*
2023,5141,,ELA,513,59
2023,5141,,Math,520,51
2023,92628,,ELA,75,34
2023,92628,,Math,76,*
2023,1000117,,ELA,273,66
2023,1000117,,Math,275,58
2023,5467,,ELA,47,51
2023,5467,,Math,47,32
2023,79952,,ELA,15,*
2023,79952,,Math,15,*
2023,85819,,ELA,205,19
2023,85819,,Math,209,16
2023,90159,,ELA,21,*
2023,90159,,Math,21,*
2023,89799,,ELA,43,28
2023,89799,,Math,44,*
2023,89757,,ELA,71,93
2023,89757,,Math,71,86
2023,5066,,ELA,351,60
2023,5066,,Math,353,43
2023,5067,,ELA,153,31
2023,5067,,Math,157,26
2023,5068,,ELA,343,59
2023,5068,,Math,348,55
2023,5069,,ELA,458,66
2023,5069,,Math,467,61
2023,5070,,ELA,437,75
2023,5070,,Math,440,67
2023,91286,,ELA,*,*
2023,91286,,Math,*,*
2023,89941,,ELA,28,*
2023,89941,,Math,30,*
2023,79092,,ELA,50,*
2023,79092,,Math,52,*
2023,92044,,ELA,46,*
2023,92044,,Math,49,*
2023,5549,,ELA,52,88
2023,5549,,Math,52,71
2023,5444,,ELA,330,30
2023,5444,,Math,335,24
2023,5445,,ELA,378,42
2023,5445,,Math,387,38
2023,5446,,ELA,310,34
2023,5446,,Math,321,21
2023,5447,,ELA,646,68
2023,5447,,Math,650,59
2023,5448,,ELA,388,45
2023,5448,,Math,395,28
2023,5449,,ELA,668,74
2023,5449,,Math,671,64
2023,87990,,ELA,551,47
2023,87990,,Math,558,33
2023,91825,,ELA,194,54
2023,91825,,Math,195,42
2023,1000047,,ELA,*,*
2023,1000047,,Math,*,*
2023,5452,,ELA,512,22
2023,5452,,Math,532,22
2023,5453,,ELA,393,24
2023,5453,,Math,408,18
2023,80051,,ELA,387,19
2023,80051,,Math,403,21
2023,85810,,ELA,484,19
2023,85810,,Math,501,19
2023,89908,,ELA,407,17
2023,89908,,Math,427,12
2023,90085,,ELA,679,32
2023,90085,,Math,698,32
2023,90551,,ELA,73,89
2023,90551,,Math,73,73
2023,91156,,ELA,95,57
2023,91156,,Math,95,52
2023,79958,,ELA,*,*
2023,79958,,Math,*,*
2023,1000304,,ELA,18,67
2023,1000304,,Math,18,*
2023,80994,,ELA,82,79
2023,80994,,Math,82,71
2023,92619,,ELA,80,14
2023,92619,,Math,80,*
2023,4987,,ELA,96,27
2023,4987,,Math,98,25
2023,91264,,ELA,16,*
2023,91264,,Math,17,*
2023,85541,,ELA,24,*
2023,85541,,Math,24,*
2023,5567,,ELA,28,60
2023,5567,,Math,28,50
2023,5592,,ELA,248,27
2023,5592,,Math,259,15
2023,5593,,ELA,83,36
2023,5593,,Math,92,24
2023,90858,,ELA,31,*
2023,90858,,Math,35,*
2023,79373,,ELA,75,49
2023,79373,,Math,75,29
2023,5595,,ELA,163,26
2023,5595,,Math,175,10
2023,91772,,ELA,233,45
2023,91772,,Math,234,33
2023,1001750,,ELA,42,*
2023,1001750,,Math,47,*
2023,5565,,ELA,343,43
2023,5565,,Math,349,32
2023,85839,,ELA,71,18
2023,85839,,Math,76,16
2023,85821,,ELA,*,*
2023,85821,,Math,11,*
2023,79510,,ELA,64,36
2023,79510,,Math,64,25
2023,78857,,ELA,*,*
2023,78857,,Math,*,*
2023,5648,,ELA,147,37
2023,5648,,Math,154,29
2023,5652,,ELA,*,*
2023,5652,,Math,*,*
2023,5625,,ELA,34,38
2023,5625,,Math,34,*
2023,5610,,ELA,130,30
2023,5610,,Math,133,19
2023,5606,,ELA,22,68
2023,5606,,Math,22,50
2023,5644,,ELA,129,10
2023,5644,,Math,146,*
2023,7654,,ELA,*,*
2023,7654,,Math,*,*
2023,5613,,ELA,66,*
2023,5613,,Math,68,*
2023,5653,,ELA,19,*
2023,5653,,Math,20,*
2023,5632,,ELA,166,44
2023,5632,,Math,170,28
2023,79646,,ELA,*,*
2023,79646,,Math,*,*
2023,91203,,ELA,22,*
2023,91203,,Math,24,*
2023,5618,,ELA,171,54
2023,5618,,Math,174,41
2023,5637,,ELA,158,*
2023,5637,,Math,168,*
2023,5604,,ELA,146,12
2023,5604,,Math,149,15
2023,78898,,ELA,38,45
2023,78898,,Math,38,29
2023,6292,,ELA,25,*
2023,6292,,Math,26,*
2023,80996,,ELA,106,16
2023,80996,,Math,107,12
2023,5808,,ELA,397,57
2023,5808,,Math,399,56
2023,6055,,ELA,233,9
2023,6055,,Math,239,10
