FiscalYear,School Entity ID,SchoolName,subject_norm,Number Tested,Percent Passing
2023,79378,,ELA,364,47
2023,79378,,Math,366,44
2023,91755,,ELA,41,44
2023,91755,,Math,41,*
2023,78941,,ELA,*,*
2023,78941,,Math,*,*
2023,91766,,ELA,47,*
2023,91766,,Math,47,98
2023,5847,,ELA,48,*
2023,5847,,Math,56,*
2023,90822,,Math,*,*
2023,89872,,ELA,16,*
2023,89872,,Math,16,*
2023,85451,,ELA,45,46
2023,85451,,Math,47,*
2023,87412,,ELA,*,*
2023,87412,,Math,12,*
2023,80033,,ELA,19,*
2023,80033,,Math,20,*
2023,81030,,ELA,49,*
2023,81030,,Math,49,*
2023,605648,,ELA,*,*
2023,605648,,Math,11,*
2023,5839,,ELA,433,73
2023,5839,,Math,433,52
2023,1001672,,ELA,*,*
2023,1001672,,Math,*,*
2023,79468,,ELA,48,*
2023,79468,,Math,53,*
2023,79127,,ELA,52,52
2023,79127,,Math,53,53
2023,80974,,ELA,24,*
2023,80974,,Math,25,*
2023,90285,,ELA,20,*
2023,90285,,Math,21,*
2023,79442,,ELA,27,*
2023,79442,,Math,27,*
2023,1001926,,ELA,*,*
2023,1001926,,Math,*,*
2023,78836,,ELA,54,*
2023,78836,,Math,62,*
2023,5860,,ELA,27,*
2023,5860,,Math,28,*
2023,80928,,ELA,13,*
2023,80928,,Math,13,*
2023,5791,,ELA,351,41
2023,5791,,Math,356,35
2023,6054,,ELA,61,*
2023,6054,,Math,61,*
2023,91832,,ELA,24,*
2023,91832,,Math,25,*
2023,5872,,ELA,24,*
2023,5872,,Math,24,*
2023,91782,,ELA,*,*
2023,91782,,Math,*,*
2023,6350,,ELA,33,*
2023,6350,,Math,37,*
2023,5781,,ELA,491,39
2023,5781,,Math,509,32
2023,5782,,ELA,408,43
2023,5782,,Math,412,32
2023,6279,,ELA,62,*
2023,6279,,Math,67,*
2023,87083,,ELA,*,*
2023,87083,,Math,*,*
2023,10885,,ELA,45,*
2023,10885,,Math,52,*
2023,79899,,ELA,33,*
2023,79899,,Math,33,*
2023,1001732,,ELA,*,*
2023,1001732,,Math,*,*
2023,6057,,ELA,12,*
2023,6057,,Math,14,*
2023,1001696,,ELA,52,*
2023,1001696,,Math,56,*
2023,90907,,ELA,23,*
2023,90907,,Math,24,*
2023,79960,,ELA,17,*
2023,79960,,Math,21,*
2023,90998,,ELA,105,*
2023,90998,,Math,114,*
2023,5873,,ELA,25,*
2023,5873,,Math,28,*
2023,5876,,ELA,18,*
2023,5876,,Math,22,*
2023,5877,,ELA,36,*
2023,5877,,Math,39,*
2023,5878,,ELA,19,*
2023,5878,,Math,27,*
2023,5879,,ELA,26,*
2023,5879,,Math,31,*
2023,5880,,ELA,21,*
2023,5880,,Math,21,*
2023,79705,,ELA,259,37
2023,79705,,Math,272,18
2023,91830,,ELA,201,20
2023,91830,,Math,207,6
2023,5865,,ELA,15,74
2023,5865,,Math,15,*
2023,5843,,ELA,242,45
2023,5843,,Math,250,36
2023,90824,,ELA,244,29
2023,90824,,Math,248,27
2023,1001695,,ELA,16,*
2023,1001695,,Math,18,*
2023,79028,,ELA,15,*
2023,79028,,Math,15,*
2023,92518,,ELA,*,*
2023,92518,,Math,*,*
2023,79091,,ELA,21,*
2023,79091,,Math,21,*
2023,5826,,ELA,388,19
2023,5826,,Math,410,12
2023,5827,,ELA,432,19
2023,5827,,Math,448,7
2023,6288,,ELA,97,*
2023,6288,,Math,108,*
2023,91829,,ELA,*,*
2023,91829,,Math,*,*
2023,87466,,ELA,154,74
2023,87466,,Math,156,67
2023,79980,,ELA,*,*
2023,79980,,Math,*,*
2023,84297,,ELA,*,*
2023,84297,,Math,*,*
2023,90044,,ELA,*,*
2023,90044,,Math,*,*
2023,90045,,ELA,*,*
2023,90045,,Math,*,*
2023,5892,,ELA,*,*
2023,5892,,Math,*,*
2023,5756,,ELA,104,*
2023,5756,,Math,114,*
2023,5757,,ELA,315,11
2023,5757,,Math,337,6
2023,5758,,ELA,115,24
2023,5758,,Math,120,15
2023,5759,,ELA,325,17
2023,5759,,Math,348,10
2023,5760,,ELA,253,33
2023,5760,,Math,267,17
2023,5761,,ELA,207,40
2023,5761,,Math,215,29
2023,5762,,ELA,270,21
2023,5762,,Math,279,17
2023,5763,,ELA,74,*
2023,5763,,Math,81,*
2023,5764,,ELA,589,31
2023,5764,,Math,614,18
2023,5766,,ELA,270,*
2023,5766,,Math,272,96
2023,6264,,ELA,11,*
2023,6264,,Math,11,*
2023,6269,,Math,*,*
2023,6272,,ELA,*,*
2023,6272,,Math,*,*
2023,85924,,ELA,30,*
2023,85924,,Math,32,*
2023,1001156,,ELA,59,35
2023,1001156,,Math,61,*
2023,5861,,ELA,18,*
2023,5861,,Math,20,*
2023,90286,,ELA,12,*
2023,90286,,Math,12,*
2023,10855,,ELA,36,50
2023,10855,,Math,36,34
2023,79721,,ELA,434,57
2023,79721,,Math,444,44
2023,84665,,ELA,18,*
2023,84665,,Math,21,*
2023,87875,,ELA,196,72
2023,87875,,Math,199,61
2023,90845,,ELA,94,66
2023,90845,,Math,96,54
2023,91292,,ELA,105,53
2023,91292,,Math,111,53
2023,1000597,,ELA,296,54
2023,1000597,,Math,311,44
2023,1000972,,ELA,51,43
2023,1000972,,Math,52,27
2023,635758,,ELA,52,65
2023,635758,,Math,52,46
2023,6346,,ELA,43,*
2023,6346,,Math,51,*
2023,5925,,ELA,185,27
2023,5925,,Math,192,18
2023,5948,,ELA,394,25
2023,5948,,Math,402,19
2023,90084,,ELA,335,22
2023,90084,,Math,348,18
2023,1001708,,ELA,20,*
2023,1001708,,Math,21,*
2023,5916,,ELA,141,17
2023,5916,,Math,146,17
2023,92608,,ELA,61,*
2023,92608,,Math,62,*
2023,1001734,,ELA,12,*
2023,1001734,,Math,12,*
2023,5479,,ELA,43,44
2023,5479,,Math,43,42
2023,1001718,,ELA,*,*
2023,1001718,,Math,*,*
2023,5897,,ELA,154,22
2023,5897,,Math,159,15
2023,89907,,ELA,179,30
2023,89907,,Math,182,19
2023,90309,,ELA,323,32
2023,90309,,Math,330,19
2023,90781,,ELA,25,*
2023,90781,,Math,25,*
2023,92280,,ELA,44,*
2023,92280,,Math,55,*
2023,89859,,ELA,243,39
2023,89859,,Math,252,35
2023,1001141,,ELA,24,*
2023,1001141,,Math,24,*
2023,1001830,,ELA,12,*
2023,1001830,,Math,12,*
2023,5904,,ELA,54,*
2023,5904,,Math,56,*
2023,5910,,ELA,554,34
2023,5910,,Math,583,23
2023,1001089,,ELA,30,*
2023,1001089,,Math,30,*
2023,6067,,ELA,28,*
2023,6067,,Math,30,*
2023,10750,,ELA,*,*
2023,10750,,Math,*,*
2023,5900,,ELA,17,*
2023,5900,,Math,17,*
2023,5951,,ELA,72,*
2023,5951,,Math,72,*
2023,90415,,ELA,*,*
2023,90415,,Math,*,*
2023,5907,,ELA,19,*
2023,5907,,Math,20,*
2023,5961,,ELA,42,*
2023,5961,,Math,48,*
2023,5962,,ELA,322,36
2023,5962,,Math,326,20
2023,91269,,ELA,39,*
2023,91269,,Math,44,*
2023,5971,,ELA,21,*
2023,5971,,Math,21,*
2023,79621,,ELA,*,*
2023,79621,,Math,*,*
2023,5966,,ELA,319,24
2023,5966,,Math,324,15
2023,91132,,ELA,79,63
2023,91132,,Math,79,53
2023,6103,,ELA,17,*
2023,6103,,Math,17,*
2023,92321,,ELA,24,*
2023,92321,,Math,24,96
2023,6089,,ELA,26,*
2023,6089,,Math,27,*
2023,1001181,,ELA,*,*
2023,1001181,,Math,*,*
2023,6100,,ELA,93,29
2023,6100,,Math,96,27
2023,84659,,ELA,11,*
2023,84659,,Math,12,*
2023,1000257,,ELA,*,*
2023,1000257,,Math,*,*
2023,6110,,ELA,170,37
2023,6110,,Math,174,21
2023,88388,,ELA,25,72
2023,88388,,Math,25,*
2023,6123,,ELA,*,*
2023,6123,,Math,*,*
2023,6366,,ELA,*,*
2023,6366,,Math,*,*
2023,6097,,ELA,367,41
2023,6097,,Math,371,26
2023,87536,,ELA,15,*
2023,87536,,Math,15,*
2023,78821,,ELA,41,78
2023,78821,,Math,41,83
2023,6106,,ELA,36,*
2023,6106,,Math,38,*
2023,6127,,ELA,*,29
2023,6127,,Math,*,21
2023,79108,,ELA,23,*
2023,79108,,Math,28,*
2023,8135,,ELA,303,49
2023,8135,,Math,311,39
2023,1001973,,ELA,16,*
2023,1001973,,Math,20,*
2023,6085,,ELA,79,47
2023,6085,,Math,86,32
2023,6105,,ELA,11,*
2023,6105,,Math,11,*
2023,79380,,ELA,*,*
2023,79380,,Math,*,*
2023,91815,,ELA,11,*
2023,91815,,Math,11,*
2023,6188,,ELA,40,*
2023,6188,,Math,44,*
2023,89656,,ELA,*,*
2023,89656,,Math,*,*
2023,79513,,ELA,57,*
2023,79513,,Math,59,*
2023,6193,,ELA,17,*
2023,6193,,Math,18,*
2023,6189,,ELA,215,12
2023,6189,,Math,222,5
2023,6190,,ELA,497,19
2023,6190,,Math,517,10
2023,6191,,ELA,528,31
2023,6191,,Math,541,21
2023,6302,,ELA,44,*
2023,6302,,Math,48,*
2023,80409,,ELA,499,25
2023,80409,,Math,521,17
2023,89576,,ELA,493,39
2023,89576,,Math,504,19
2023,91316,,ELA,*,*
2023,91316,,Math,*,*
2024,4737,Chinle High School,ELA,156,18
2024,4737,Chinle High School,Math,159,16
2024,4728,Ganado High School,ELA,94,*
2024,4728,Ganado High School,Math,97,*
2024,4741,Red Mesa High School,ELA,36,*
2024,4741,Red Mesa High School,Math,37,*
2024,88386,Red Valley/Cove High School,ELA,*,*
2024,88386,Red Valley/Cove High School,Math,*,*
2024,4721,Round Valley High School,ELA,90,36
2024,4721,Round Valley High School,Math,93,29
2024,92686,Round Valley AOI,ELA,*,*
2024,92686,Round Valley AOI,Math,15,*
2024,4724,Valley High School,ELA,51,*
2024,4724,Valley High School,Math,52,*
2024,4711,St Johns High School,ELA,64,44
2024,4711,St Johns High School,Math,65,46
2024,89607,St. Johns Learning Center,ELA,*,*
2024,89607,St. Johns Learning Center,Math,*,*
2024,4717,Window Rock High School,ELA,118,27
2024,4717,Window Rock High School,Math,118,12
2024,4799,Benson High School,ELA,92,40
2024,4799,Benson High School,Math,93,38
2024,85879,Benson Digital Learning Center,ELA,27,*
2024,85879,Benson Digital Learning Center,Math,27,*
2024,90775,Benson Digital Learning Center Online,ELA,*,*
2024,90775,Benson Digital Learning Center Online,Math,*,*
2024,4754,Bisbee High School,ELA,74,19
2024,4754,Bisbee High School,Math,77,*
2024,1000301,Copper Credits,ELA,*,*
2024,1000301,Copper Credits,Math,*,*
2024,4759,Bowie High School,ELA,*,*
2024,4759,Bowie High School,Math,*,*
2024,4801,Center for Academic Success #1 - Sierra Vista 9-12,ELA,34,*
2024,4801,Center for Academic Success #1 - Sierra Vista 9-12,Math,35,*
2024,4802,Center for Academic Success #2 - Douglas 9-12,ELA,38,*
2024,4802,Center for Academic Success #2 - Douglas 9-12,Math,38,29
2024,81028,Berean Academy,ELA,24,*
2024,81028,Berean Academy,Math,25,*
2024,1001688,New Crossroads Academy,ELA,20,*
2024,1001688,New Crossroads Academy,Math,20,*
2024,4773,Douglas High School,ELA,276,31
2024,4773,Douglas High School,Math,280,23
2024,79505,Omega Alpha Academy School,ELA,12,*
2024,79505,Omega Alpha Academy School,Math,12,*
2024,4760,San Simon School,ELA,*,*
2024,4760,San Simon School,Math,*,*
2024,4783,Buena High School,ELA,403,50
2024,4783,Buena High School,Math,409,33
2024,1001827,SVUSD AOI,ELA,*,*
2024,1001827,SVUSD AOI,Math,*,*
2024,4762,St David High School,ELA,30,44
2024,4762,St David High School,Math,29,*
2024,4751,Tombstone High School,ELA,127,50
2024,4751,Tombstone High School,Math,129,30
2024,4800,Valley Union High School,ELA,12,*
2024,4800,Valley Union High School,Math,12,*
2024,4757,Willcox High School,ELA,95,45
2024,4757,Willcox High School,Math,95,29
2024,90863,BASIS Flagstaff,ELA,33,*
2024,90863,BASIS Flagstaff,Math,33,97
2024,81127,Tse'yaato' High School,ELA,*,*
2024,81127,Tse'yaato' High School,Math,*,*
2024,85842,Ponderosa High School,ELA,11,*
2024,85842,Ponderosa High School,Math,13,*
2024,1001242,CCASD Online Instruction,ELA,*,*
2024,1001242,CCASD Online Instruction,Math,*,*
2024,4842,Flagstaff Arts And Leadership Academy,ELA,37,54
2024,4842,Flagstaff Arts And Leadership Academy,Math,37,38
2024,4803,Summit High School,ELA,12,*
2024,4803,Summit High School,Math,17,*
2024,4819,Flagstaff High School,ELA,387,44
2024,4819,Flagstaff High School,Math,391,30
2024,4820,Coconino High School,ELA,331,32
2024,4820,Coconino High School,Math,337,20
2024,230656,Northern Arizona Distance Learning,ELA,*,*
2024,230656,Northern Arizona Distance Learning,Math,*,*
2024,4828,Fredonia High School,ELA,12,*
2024,4828,Fredonia High School,Math,13,*
2024,4825,Grand Canyon High School,ELA,15,*
2024,4825,Grand Canyon High School,Math,15,*
2024,4845,Northland Preparatory Academy,ELA,64,72
2024,4845,Northland Preparatory Academy,Math,64,64
2024,4832,Page High School,ELA,162,17
2024,4832,Page High School,Math,164,12
2024,92913,Manson Mesa High School,ELA,11,*
2024,92913,Manson Mesa High School,Math,12,*
2024,1001183,Sage & Sand Academy,ELA,*,*
2024,1001183,Sage & Sand Academy,Math,*,*
2024,4838,Tuba City High School,ELA,146,14
2024,4838,Tuba City High School,Math,147,12
2024,78916,Nizhoni Accelerated Academy,ELA,*,*
2024,78916,Nizhoni Accelerated Academy,Math,*,*
2024,4823,Williams High School,ELA,50,28
2024,4823,Williams High School,Math,50,*
2024,90038,Biyaagozhoo Center,ELA,*,*
2024,90038,Biyaagozhoo Center,Math,*,*
2024,4855,Globe High School,ELA,87,27
2024,4855,Globe High School,Math,91,*
2024,1001828,Tiger Knowledge Online (TKO),ELA,*,*
2024,1001828,Tiger Knowledge Online (TKO),Math,*,*
2024,4873,Hayden High School,ELA,16,*
2024,4873,Hayden High School,Math,16,*
2024,4878,Liberty High School,ELA,17,*
2024,4878,Liberty High School,Math,17,*
2024,4869,Miami Junior Senior High School,ELA,64,*
2024,4869,Miami Junior Senior High School,Math,67,*
2024,4860,Payson High School,ELA,147,25
2024,4860,Payson High School,Math,151,19
2024,4863,San Carlos High School,ELA,84,*
2024,4863,San Carlos High School,Math,91,*
2024,89776,San Carlos Alternative High School,ELA,*,*
2024,89776,San Carlos Alternative High School,Math,*,*
2024,4893,Fort Thomas High School,ELA,36,*
2024,4893,Fort Thomas High School,Math,36,*
2024,90064,Mt. Turnbull Academy,ELA,*,*
2024,90064,Mt. Turnbull Academy,Math,*,*
2024,4891,Pima High School,ELA,66,38
2024,4891,Pima High School,Math,68,47
2024,92296,Gila Valley Learning Center,ELA,*,*
2024,92296,Gila Valley Learning Center,Math,*,*
2024,4884,Safford High School,ELA,172,32
2024,4884,Safford High School,Math,176,29
2024,4885,Mt Graham High School,ELA,29,*
2024,4885,Mt Graham High School,Math,30,*
2024,4889,Thatcher High School,ELA,122,51
2024,4889,Thatcher High School,Math,123,41
2024,1001768,Eagle Online Academy,ELA,18,*
2024,1001768,Eagle Online Academy,Math,19,*
2024,4908,Blue Elementary School,ELA,*,*
2024,4908,Blue Elementary School,Math,*,*
2024,4903,Duncan High School,ELA,19,*
2024,4903,Duncan High School,Math,19,*
2024,4906,Morenci High School,ELA,75,32
2024,4906,Morenci High School,Math,77,18
2024,6203,Salome High School,ELA,27,*
2024,6203,Salome High School,Math,28,*
2024,6197,Parker High School,ELA,97,21
2024,6197,Parker High School,Math,101,15
2024,80408,Parker Alternative School,ELA,*,*
2024,80408,Parker Alternative School,Math,*,*
2024,79123,Career and College Prep,ELA,12,*
2024,79123,Career and College Prep,Math,15,*
2024,742847,RCB College Preparatory Academy,ELA,*,*
2024,742847,RCB College Preparatory Academy,Math,*,*
2024,91304,ASU Preparatory Academy- Phoenix High School,ELA,78,20
2024,91304,ASU Preparatory Academy- Phoenix High School,Math,79,22
2024,91306,ASU Preparatory Academy-Polytechnic High School,ELA,88,78
2024,91306,ASU Preparatory Academy-Polytechnic High School,Math,89,61
2024,92248,ASU Preparatory Academy - South Phoenix High School,ELA,36,*
2024,92248,ASU Preparatory Academy - South Phoenix High School,Math,37,*
2024,860177,ASU Preparatory Academy Digital,ELA,418,68
2024,860177,ASU Preparatory Academy Digital,Math,420,43
2024,89870,AZ Compass Prep School,ELA,38,*
2024,89870,AZ Compass Prep School,Math,39,*
2024,10795,Academy with Community Partners,ELA,48,*
2024,10795,Academy with Community Partners,Math,51,*
2024,5462,Accelerated Learning Center,ELA,36,*
2024,5462,Accelerated Learning Center,Math,36,*
2024,5454,Agua Fria High School,ELA,361,22
2024,5454,Agua Fria High School,Math,367,16
2024,78926,Millennium High School,ELA,554,49
2024,78926,Millennium High School,Math,559,36
2024,79799,Desert Edge High School,ELA,481,29
2024,79799,Desert Edge High School,Math,496,15
2024,87903,Verrado High School,ELA,481,40
2024,87903,Verrado High School,Math,489,32
2024,932049,Canyon View High School,ELA,477,41
2024,932049,Canyon View High School,Math,483,33
2024,78813,Crestview College Preparatory High School,ELA,62,*
2024,78813,Crestview College Preparatory High School,Math,68,*
2024,78901,Desert Hills High School,ELA,53,*
2024,78901,Desert Hills High School,Math,53,*
2024,78900,Estrella High School,ELA,25,*
2024,78900,Estrella High School,Math,26,*
2024,78817,Peoria Accelerated High School,ELA,140,9
2024,78817,Peoria Accelerated High School,Math,147,*
2024,80990,South Pointe High School,ELA,161,10
2024,80990,South Pointe High School,Math,172,7
2024,88335,South Ridge High School,ELA,111,34
2024,88335,South Ridge High School,Math,114,19
2024,6347,Sun Valley High School,ELA,75,*
2024,6347,Sun Valley High School,Math,78,*
2024,6348,West Phoenix High School,ELA,96,*
2024,6348,West Phoenix High School,Math,98,*
2024,1001427,Ridgeview College Preparatory High School,ELA,57,46
2024,1001427,Ridgeview College Preparatory High School,Math,57,26
2024,90769,"American Leadership Academy, Queen Creek K-12",ELA,271,54
2024,90769,"American Leadership Academy, Queen Creek K-12",Math,275,47
2024,92348,"American Leadership Academy, Anthem K-6",ELA,47,38
2024,92348,"American Leadership Academy, Anthem K-6",Math,48,27
2024,92885,"American Leadership Academy, Ironwood K12",ELA,205,48
2024,92885,"American Leadership Academy, Ironwood K12",Math,209,37
2024,509281,"American Leadership Academy, Gilbert North K-12",ELA,259,59
2024,509281,"American Leadership Academy, Gilbert North K-12",Math,264,52
2024,1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,ELA,183,39
2024,1001506,AMERICAN LEADERSHIP ACADEMY VIRTUAL ,Math,190,33
2024,1001509,"American Leadership Academy, West Foothills K-12",ELA,98,65
2024,1001509,"American Leadership Academy, West Foothills K-12",Math,99,56
2024,1001761,American Leadership Academy of Applied Technologies,ELA,88,37
2024,1001761,American Leadership Academy of Applied Technologies,Math,91,40
2024,81178,Primavera - Online,ELA,1107,28
2024,81178,Primavera - Online,Math,1141,14
2024,90635,Great Hearts Academies - Anthem Prep,ELA,47,78
2024,90635,Great Hearts Academies - Anthem Prep,Math,47,70
2024,89487,Great Hearts Academies - Arete Prep,ELA,50,80
2024,89487,Great Hearts Academies - Arete Prep,Math,53,77
2024,156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",ELA,26,*
2024,156568,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Math,27,*
2024,1001738,AAEC Online,ELA,16,75
2024,1001738,AAEC Online,Math,18,*
2024,6344,AAEC - Paradise Valley,ELA,80,74
2024,6344,AAEC - Paradise Valley,Math,80,65
2024,5503,AAEC - SMCC Campus,ELA,103,42
2024,5503,AAEC - SMCC Campus,Math,104,14
2024,90780,Arizona Agribusiness & Equine Center - Estrella,ELA,98,75
2024,90780,Arizona Agribusiness & Equine Center - Estrella,Math,99,63
2024,92984,"Arizona Autism Charter School, Upper School Campus",ELA,14,*
2024,92984,"Arizona Autism Charter School, Upper School Campus",Math,19,*
2024,1001693,Arizona Autism Charter - Online High School,ELA,15,*
2024,1001693,Arizona Autism Charter - Online High School,Math,16,*
2024,1002081,Arizona Autism Charter School -Tucson Upper School Campus,ELA,*,*
2024,1002081,Arizona Autism Charter School -Tucson Upper School Campus,Math,*,*
2024,5520,City View High School ,ELA,12,*
2024,5520,City View High School ,Math,13,*
2024,81179,Arizona Connections Academy,ELA,214,34
2024,81179,Arizona Connections Academy,Math,220,16
2024,91184, Virtual School of Arizona,ELA,38,*
2024,91184, Virtual School of Arizona,Math,39,*
2024,91246,State Online School,ELA,150,14
2024,91246,State Online School,Math,151,*
2024,5519,Arizona School For The Arts,ELA,69,77
2024,5519,Arizona School For The Arts,Math,69,62
2024,6395,ASDB - Phoenix Day School for the Deaf,ELA,*,*
2024,6395,ASDB - Phoenix Day School for the Deaf,Math,15,*
2024,80006,Precision Academy,ELA,13,*
2024,80006,Precision Academy,Math,13,*
2024,81079,BASIS Scottsdale,ELA,72,*
2024,81079,BASIS Scottsdale,Math,72,*
2024,90509,BASIS Oro Valley,ELA,56,*
2024,90509,BASIS Oro Valley,Math,56,98
2024,91055,BASIS Peoria,ELA,55,98
2024,91055,BASIS Peoria,Math,55,98
2024,91056,BASIS Chandler,ELA,93,*
2024,91056,BASIS Chandler,Math,93,*
2024,91343,BASIS Phoenix,ELA,67,97
2024,91343,BASIS Phoenix,Math,67,98
2024,92030,BASIS Ahwatukee,ELA,47,98
2024,92030,BASIS Ahwatukee,Math,47,96
2024,91997,BASIS Mesa,ELA,32,*
2024,91997,BASIS Mesa,Math,32,*
2024,92735,BASIS Goodyear,ELA,13,*
2024,92735,BASIS Goodyear,Math,13,*
2024,92270,Benjamin Franklin High School,ELA,161,75
2024,92270,Benjamin Franklin High School,Math,162,69
2024,81042,Hope High School,ELA,42,*
2024,81042,Hope High School,Math,43,*
2024,81182,Hope High School Online,ELA,120,23
2024,81182,Hope High School Online,Math,125,9
2024,5424,Buckeye Union High School,ELA,438,26
2024,5424,Buckeye Union High School,Math,445,23
2024,79376,Estrella Foothills High School,ELA,326,42
2024,79376,Estrella Foothills High School,Math,333,40
2024,89573,Youngker High School,ELA,480,36
2024,89573,Youngker High School,Math,496,26
2024,91826,BUHSD Institute of Online Learning,ELA,76,22
2024,91826,BUHSD Institute of Online Learning,Math,77,21
2024,88289,Learning Foundation and Performing Arts Gilbert,ELA,37,30
2024,88289,Learning Foundation and Performing Arts Gilbert,Math,37,*
2024,5466,Girls Leadership Academy of Arizona,ELA,18,*
2024,5466,Girls Leadership Academy of Arizona,Math,18,*
2024,79129,Tech Campus,ELA,26,*
2024,79129,Tech Campus,Math,28,*
2024,80025,Career Success Schools - STEM Academy 7-12,ELA,19,*
2024,80025,Career Success Schools - STEM Academy 7-12,Math,21,*
2024,80430,Robert L. Duffy High School,ELA,17,*
2024,80430,Robert L. Duffy High School,Math,17,*
2024,5137,Cactus Shadows High School,ELA,370,66
2024,5137,Cactus Shadows High School,Math,374,53
2024,1001171,Cave Creek Academy of Excellence,ELA,*,*
2024,1001171,Cave Creek Academy of Excellence,Math,*,*
2024,88300,Great Hearts Academies - Chandler Prep,ELA,79,82
2024,88300,Great Hearts Academies - Chandler Prep,Math,79,83
2024,5127,Chandler High School,ELA,765,43
2024,5127,Chandler High School,Math,782,30
2024,6015,Hamilton High School,ELA,856,65
2024,6015,Hamilton High School,Math,861,55
2024,79633,Basha High School,ELA,612,68
2024,79633,Basha High School,Math,614,67
2024,89591,Arizona College Prep High School,ELA,511,81
2024,89591,Arizona College Prep High School,Math,511,81
2024,89613,Perry High School,ELA,650,71
2024,89613,Perry High School,Math,652,66
2024,91282,Chandler Online Academy,ELA,212,58
2024,91282,Chandler Online Academy,Math,214,48
2024,92892,Dr. Camille Casteel High School,ELA,501,65
2024,92892,Dr. Camille Casteel High School,Math,504,61
2024,92636,Jefferson Preparatory High School,ELA,*,*
2024,92636,Jefferson Preparatory High School,Math,*,*
2024,10801,Westland School,ELA,*,*
2024,10801,Westland School,Math,*,*
2024,92637,Westland School Brighton Campus,ELA,20,*
2024,92637,Westland School Brighton Campus,Math,20,*
2024,92317,Great Hearts Academies - Cicero Prep,ELA,48,56
2024,92317,Great Hearts Academies - Cicero Prep,Math,48,50
2024,79099,Cornerstone Charter School,ELA,37,*
2024,79099,Cornerstone Charter School,Math,37,*
2024,79102,Country Gardens Charter School,ELA,*,*
2024,79102,Country Gardens Charter School,Math,*,*
2024,89918,Paragon Science Academy,ELA,37,44
2024,89918,Paragon Science Academy,Math,38,47
2024,79506,Deer Valley Academy,ELA,*,*
2024,79506,Deer Valley Academy,Math,*,*
2024,5161,Deer Valley High School,ELA,*,32
2024,5161,Deer Valley High School,Math,*,26
2024,5162,Barry Goldwater High School,ELA,358,37
2024,5162,Barry Goldwater High School,Math,374,26
2024,5163,Mountain Ridge High School,ELA,*,60
2024,5163,Mountain Ridge High School,Math,*,52
2024,79414,"Aspire, Deer Valley's Online Academy",ELA,67,46
2024,79414,"Aspire, Deer Valley's Online Academy",Math,67,35
2024,80317,Sandra Day O'Connor High School,ELA,616,68
2024,80317,Sandra Day O'Connor High School,Math,620,57
2024,85850,Boulder Creek High School,ELA,575,54
2024,85850,Boulder Creek High School,Math,583,39
2024,92525,Vista Peak,ELA,*,*
2024,92525,Vista Peak,Math,*,*
2024,78950,Desert Heights Charter School,ELA,53,56
2024,78950,Desert Heights Charter School,Math,53,47
2024,5133,Dysart High School,ELA,325,39
2024,5133,Dysart High School,Math,333,30
2024,81113,Willow Canyon High School,ELA,441,47
2024,81113,Willow Canyon High School,Math,451,38
2024,88417,Valley Vista High School,ELA,537,40
2024,88417,Valley Vista High School,Math,553,33
2024,90134,Shadow Ridge High School,ELA,526,60
2024,90134,Shadow Ridge High School,Math,534,46
2024,85750,AMCS at Anthem dba Caurus Academy,ELA,11,*
2024,85750,AMCS at Anthem dba Caurus Academy,Math,13,*
2024,5500,Sequoia Choice School Arizona Distance Learning School,ELA,157,26
2024,5500,Sequoia Choice School Arizona Distance Learning School,Math,174,13
2024,90322,Sequoia Pathfinder Academy at Verrado Way and I-10,ELA,24,*
2024,90322,Sequoia Pathfinder Academy at Verrado Way and I-10,Math,27,*
2024,90377,Sequoia Pathway Academy,ELA,47,*
2024,90377,Sequoia Pathway Academy,Math,47,*
2024,79219,"Edkey, Inc. - Sequoia Deaf School",ELA,*,*
2024,79219,"Edkey, Inc. - Sequoia Deaf School",Math,*,*
2024,10848,Sequoia Village School,ELA,17,*
2024,10848,Sequoia Village School,Math,17,*
2024,90349,Arizona Conservatory for Arts and Academics,ELA,34,47
2024,90349,Arizona Conservatory for Arts and Academics,Math,34,36
2024,79697,Sequoia Charter School,ELA,37,*
2024,79697,Sequoia Charter School,Math,40,*
2024,90202,EdOptions Preparatory Academy,ELA,*,*
2024,90202,EdOptions Preparatory Academy,Math,*,*
2024,90844,EdOptions HS Learning Center,ELA,112,11
2024,90844,EdOptions HS Learning Center,Math,122,*
2024,92975,Empower College Prep High School,ELA,74,*
2024,92975,Empower College Prep High School,Math,79,*
2024,5507,NFL YET College Prep Academy,ELA,53,28
2024,5507,NFL YET College Prep Academy,Math,54,24
2024,181823,Maricopa Institute of Technology,ELA,90,65
2024,181823,Maricopa Institute of Technology,Math,90,44
2024,1002231,MIT STEM2 Online High School,ELA,*,*
2024,1002231,MIT STEM2 Online High School,Math,*,*
2024,5167,Fountain Hills High School,ELA,85,27
2024,5167,Fountain Hills High School,Math,88,34
2024,90932,Fountain Hills Virtual Academy,ELA,15,*
2024,90932,Fountain Hills Virtual Academy,Math,15,*
2024,1000980,Freedom Prep Academy - Mesa,ELA,19,*
2024,1000980,Freedom Prep Academy - Mesa,Math,20,*
2024,79022,Student Choice High School,ELA,314,*
2024,79022,Student Choice High School,Math,326,*
